ResourceID,Context Amount of debris (cm3),Context Bibliography,Context Chronology,Context Collection,Context Collections for the lifting machine,Context Compiler,Context Coordinates,Context Current status,Context Description,Context Era,Context Name,Context Presence of unfinished materials,Context Quality of the marble used/extracted,Context Quantity of extracted material (cm3),Context Square meters,Context Streets of contention,Context Surface,Context Traces of extraction tools,Context Typology,Identifier Content,Identifier Type
dfb6bbdb-9b27-ebe1-ce07-29a340f10383,pochi,"Scardozzi 2010, 364; Scardozzi 2012b, 582.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3c21f5a4-3aa1-4f13-8583-7dc6490dd808"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ab4306fd-ab3c-4c94-8759-10d8bb20df98"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1088743902802 37.9442522349831, 29.1089331880447 37.9442967358364, 29.1092321118329 37.9441888761673, 29.1091925877471 37.9441478260813, 29.1088694904697 37.9442485265773, 29.1088743902802 37.9442522349831))))",In abbandono,"Nel settore meridionale del complesso delle cave di alabastro che si trovano subito a N della strada per Tripolis, si localizza una cava in trincea, lunga 35 m, larga 4,60 e alta fino a 5 m.",Non id.,Cava di alabastro di Hierapolis n. 22 (O9),False,,,160,False,ricostruita,False,Cava in trincea,Marmora,Internal Identifier
dfd66522-0a26-00e2-1bc9-1b619b19c9f1,pochi,,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a1c38448-aa22-4448-805d-c83bfb234f7a"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9918ce3e-26ab-4892-b513-a17a93897230"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1172711825145 37.9518496485606, 29.1172982654171 37.9520136653486), (29.1171518990501 37.9521479039309, 29.1173138036819 37.9521095573888)))",In uso,"Cava di breccia policroma a matrice biancastra costituita da un fronte principale (altezza: 6 m ca.) organizzato su due gradoni (quello inferiore alto 3,70), largo 12 m e profondo 15 m. Sono frequenti i segni di utilizzo dei picconi e le tracce di estrazione di grandi elementi parallelepipedi (lunghezza: 2,60; larghezza: 1,30; lunghezza: 3,80, larghezza: 0,90). Un settore più limitato si trova al limite occidentale, a una quota più alta; si tratta di un fronte alto 3 m, lungo 10 m e profondo 6 m. In quest'area è anche abbandonata una colonna sbozzata, lunga 2,45 e avente un diametro di 60 cm. All'estremità orientale sono presenti due settori di estrazione incassati nel banco roccioso, di 5 x 4 m, aventi una profondità di un metro o poco più. Il materiale estratto è costituito da una breccia policroma a matrice biancastra, con inclusi costituiti esclusivamente da clasti di marmo; sembra molto più compatta e di migliore qualità  rispetto alla consueta breccia policroma presente più a valle, lungo la faglia.",Non id.,Cava di breccia policroma n. 76,True,,,240,False,reale,True,Cava di versante,Marmora,Internal Identifier
e0703754-e191-3ca0-1fbf-3dc503973056,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d9be10ab-17bc-44e6-8760-c9454cfe8146"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3178a5a7-c434-48f4-8042-b5f0283370ee"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1340447071267 37.9588413945039, 29.1340371136016 37.9589140219522, 29.1341147520534 37.95891544835, 29.1341204398227 37.9588482491883)))",In abbandono,"Nel settore occidentale della sommità del Marmar Tepe, si apre un fronte estrattivo di piccole dimensioni (m 8 x 6 x 1 alt.), con accesso da sud. Numerosi detriti, anche di grandi dimensioni, sono accumulati all'interno della cava.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 54,False,Marmo bianco,,48,False,,False,Cava sommitale,Marmora,Internal Identifier
e7804eef-652c-ba1d-a089-57fddd077cae,,"Semeraro 2007, 191-196; Sacchi, Bonzano 2012; Semeraro 2012; Bozza 2016b; Ismaelli 2016e; Ismaelli 2017.",prima metà del I sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""45258b1a-50ab-45e7-bdbd-a8192e344ebd"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ac660bef-98d3-4235-8459-6356469e22d7"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.126701116788 37.9271000227261, 29.1269410507692 37.9272088658872, 29.127021810436 37.9271016949562, 29.1267788729645 37.9269875353105, 29.126701116788 37.9271000227261))))",Parzialmente scavato,"Il Tempio B si ergeva in posizione dominante all'interno del Santuario di Apollo: dimensioni e centralità, oltre alla scelta della pianta periptera, lo definiscono come il più importante degli edifici templari dello hieron e suggeriscono la sua identificazione con il tempio di Apollo Archegetes, il dio poliadico di Hierapolis.
Il tempio, solo parzialmente scavato in anni recenti (2001-2007), è stato oggetto di una sistematica spoliazione in età bizantina, che determinò la rimozione di parte del colonnato per il restauro delle Grandi Terme e persino l'asportazione delle sue fondazioni.
Sulla base delle strutture ancora in posto e dello studio dei materiali architettonici il Tempio B può essere ricostruito come un periptero con fronte principale ad ovest, posto alla sommità di una scalinata monumentale che ne garantiva l'accesso dal terrazzo inferiore. La crepidine (al secondo gradino) è stata ricostruita di 13,40 x 25,20 m; si possono ipotizzare 6 x 11 colonne con plinto di 1,248 m e interasse di 2,42 m circa.
L'alzato della peristasi (circa 10,46 m) si caratterizza per colonne con base ionico-attica (diametro all'imoscapo di 108,4 cm), fusti inferiormente rudentati e dotati di tabulae ansatae destinate ad esporre le dediche di privati cittadini, di cui sono conservate quelle relative ad Hikesios Kokos figlio di Pollis e Apollonios, figlio di Antimachos. I capitelli ionici presentano abaco decorato da kyma lesbio a staffa o gola liscia, pulvini ornati da foglie d'acanto (poste in senso orizzontale o verticale), foglie di acanto e foglie d'acqua ai lati del balteo, o con girali generati da una foglia acantina centrale.
Gli architravi (in origine alti circa 60 cm, con piano di posa di 70 cm) si caratterizzano per tre fasce lisce e cielo decorato da foglie embricate inquadrate da astragali, ma altri tipi con uguali dimensioni sono stati individuati (con fascia convessa liscia, con kymata lisci affrontati, con racemi inquadrati da kyma lesbio a staffa) e possono ugualmente attribuirsi al Tempio B, suggerendo come per i capitelli una ricerca di varietà formale. Il fregio (alto 62,5 cm) presenta un kyma ionico a ovoli e freccette di coronamento, fondo leggermente bombato decorato da racemi a doppia sinusoide che racchiudono rosette, fiori a piani e pigne. La resa dei dettagli appare diversificata, con esemplari accurati e naturalistici ed altri rigidi e appiattiti. Le cornici (alte circa 65 cm) avevano sime con gocciolatoi leonini, foglie di acanto alternate a foglie lisce; la fronte del geison, sotto una fila di fusarole e perline, è arricchita da palmette alternatamente aperte e chiuse. Il soffitto mostra rosette di varia foggia cui seguono dentelli con viae oblique.
Il tempio venne progettato nella tarda età augustea, come rivelano elementi del disegno derivati dal tempio della Concordia a Roma, e la peristasi era già in parte completa sotto Tiberio, come dimostrano le dediche nelle tabulae, ma la costruzione andò avanti almeno fino all'inizio del II sec. Va sottolineato infatti che lo studio dei materiali superstiti ha rivelato una consistente presenza di tracce di restauri antichi, alcuni dei quali meglio databili: alcuni capitelli e fregi a racemi appaiono infatti databili in età neroniana e flavia, mentre alcuni architravi di incerta pertinenza potrebbero essere persino traianei.
Nel corso della tarda età severiana una consistente parte della peristasi venne smontata per essere riutilizzata come materiale da costruzione nel rifacimento del contiguo Edificio A.",Giulio-claudia,Santuario di Apollo - Edificio B,False,"Marmar Tepe, Thiounta, Hierapolis-Gök Dere",,337.7,False,ricostruita,False,Tempio,Marmora,Internal Identifier
e89a4665-65d6-d05d-ce24-0a5402ded6cf,,"Masino, Sobrà 2011; Masino, Sobrà 2012a; Ismaelli, Scardozzi 2016c.",prima metà del II sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cdf63755-b7f8-49a1-a110-c4aaf077c490"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""0bf1e018-d608-8d18-c375-1792deaf5e18"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2fd78740-5ff9-4d4c-ae99-7c870ac46e49"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1300826951608 37.9270039358227, 29.1301536606751 37.9269048125166, 29.1300880858061 37.9268740631682, 29.1300181180486 37.9269760124742, 29.1300826951608 37.9270039358227))))",Non scavato,"Nell'area del Teatro sono stati rinvenuti, a più riprese, materiali architettonici riconosciuti come pertinenti ad un altare monumentale. Alcuni di questi erano reimpiegati in strutture proto-bizantine in summa cavea e nel retroscena, altri si trovavano in crollo nell'area della summa cavea, oppure erano scivolati nell'orchestra. Nonostante la consistenza degli elementi architettonici conservati, che hanno permesso di elaborare una ricostruzione del monumento, la collocazione antica di questo altare è ancora ignota poiché le sue fondazioni non sono state individuate.
Il ricco corpus epigrafico riconducibile al monumento (comprendente l'epigrafe dedicatoria, decreti onorari e lettere di Adriano alla città) permette di individuare, oltre alla funzione, il committente in Tiberius Iulius Myndios, maggiorente di Hierapolis e sacerdote di Zeus, nonché di tratteggiare il ruolo di quest'ultimo nella comunità e nei rapporti tra essa e l'imperatore. A lui è associata nella dedica la moglie Glykonis, sacerdotessa del Dodekàtheon.
L'edificio si presentava come un monumento isolato, strutturato in una pianta a U, con un rapporto tra la lunghezza dei due bracci trasversali (4,75 m) e quella del lato frontale (11,63 m) prossimo a 1:2. Un basamento continuo sosteneva la struttura ipostila, non praticabile, la cui copertura raggiungeva una quota di 4,33 m: gli intercolunni costanti erano interrotti da un'edicola centrale di ampiezza doppia e la cui trabeazione, che si trovava a una quota più elevata, era sormontata da un frontone raffigurante il busto di Helios a rilievo. Divise simmetricamente ai lati dell'edicola, le dodici campate erano forse dedicate alle divinità componenti il Dodekàtheon e ne ospitavano il simulacro, mentre l'edicola centrale poteva accogliere una statua di maggiori dimensioni, raffigurante verosimilmente l'imperatore Adriano, cui l'edificio è dedicato. Il progetto mostra pertanto un approccio eclettico, adattando a specifiche esigenze cultuali legate ai Dodici Dei e celebrative dell'imperatore un tipo architettonico tradizionale, fortemente radicato in Asia Minore. L'Altare, infatti, trova confronti con realizzazioni di età ellenistica (Altare di Zeus a Pergamo, Altare di Artemide Leucofriene a Magnesia sul Meandro, Altare di Atena a Priene) e romana (Altare del Tempio dei Sebastoi e Monumento Antonino a Efeso).",Adrianea,Dodekatheon,False,"Marmar Tepe, Thiounta, Denizli-1",,58.27,False,ricostruita,False,Altare,Marmora,Internal Identifier
e8aadd18-272e-26dc-1e23-9a73b291b073,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3e450d30-577e-40c3-81dd-477d0cb15d05"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""73fed9cc-ca96-4779-b188-0e92854aab80"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1346626680218 37.9570908069946, 29.1345781686529 37.9571686623644, 29.1346493973643 37.9572150703664, 29.1347314881478 37.9571372586694)))",In abbandono,"Caratterizzata da un accesso a sud-est, questa piccola cava sulla sommità del Marmar Tepe è larga 6 m, lunga 6 e alta fino a 2,50 m. Il marmo vi veniva estratto con il tradizionale sistema a gradoni.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 46,False,Marmo bianco,,54,False,reale,False,Cava sommitale,Marmora,Internal Identifier
ea3b59d7-3045-dd79-eb78-9d55fdeb2d0f,,"Scardozzi 2010, 363; Scardozzi 2012b, 581.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""af910402-9db4-4155-b64e-96a0a6f41a41"", ""inverseOntologyProperty"": """"}]",True,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""124284c9-83f8-4e5d-98d3-dff79c02ba05"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1048715978558 37.9422929379633, 29.1048748641775 37.9422954103523, 29.1050449654183 37.9422088480928, 29.1051242412482 37.9421871824177, 29.1054067140657 37.9421188550339, 29.1054980441576 37.9420716648722, 29.1054347564679 37.9419816874043, 29.1052191442913 37.9420412255577, 29.105016957958 37.9421233006329, 29.1048690714545 37.9422044035941, 29.1047771633391 37.9422313568545, 29.1048715978558 37.9422929379633))))",Parzialmente interrato,"Trincea per l'estrazione dell'alabastro, lungo lo stesso fissure ridge delle cave nn. 14 e 15 . La trincea, orientata NO-SE, è lunga 60 m, larga 4-5; nel tratto nord-occidentale, per una lunghezza di 20 m, le pareti raggiungono un'altezza di 5 m; vi sono vari crolli, interro e alcuni incassi alle pareti, anche segni di picconi. Nei 40 m più sud-orientali si conserva solo la parete ovest per un'altezza massima di 1 m.",Non id.,Cava di alabastro di Hierapolis n. 16,False,,,270,False,ricostruita,True,Cava in trincea,Marmora,Internal Identifier
eb4ed14d-fcee-c2a2-bbb7-0d8c86fd6374,pochi,"Scardozzi 2010, 363; Scardozzi 2012b, 581.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""45934faf-a0dd-4e15-bc71-54ec058bf534"", ""inverseOntologyProperty"": """"}]",True,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""01685559-96b1-45c2-b477-4b8b02c23b19"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1030589736106 37.9430681671157, 29.1030573688936 37.9430658524346, 29.1028735029377 37.9431928702917, 29.1024320952172 37.9433537373049, 29.1022534253705 37.9434637890153, 29.1020288778125 37.9435589129381, 29.1016408856187 37.9437709390057, 29.1013849335077 37.9439104908869, 29.1010545926711 37.9440564328468, 29.1008647645652 37.9441239386339, 29.1006280874019 37.9441922808897, 29.1004115521029 37.944219769421, 29.1003610686935 37.9442426049938, 29.1004162748644 37.9443107955425, 29.1006047428467 37.944270310457, 29.1007569612946 37.9442287853326, 29.100887932739 37.9441893267814, 29.1010527356001 37.9441408275578, 29.1010926673731 37.9441215546551, 29.101328286868 37.9440161112929, 29.1015260075241 37.9439265297385, 29.1017755950156 37.9437879349072, 29.1022476608782 37.9435314750095, 29.1025443100917 37.943399629892, 29.1029762818284 37.9432316198481, 29.1031073120977 37.9431196068919, 29.1030589736106 37.9430681671157))))",In uso,"Trincea per l'estrazione selettiva dell'alabastro lungo il fissure ridge, lunga m ca. 230 m in senso NO-SE, larga tra 4 e 6 m e profonda fino a una decina di metri, in parte interrata, con cumuli di detriti ai lati (soprattutto ovest) . Sulle pareti sono visibili molti segni di piccone, gradoni di approfondimento e tracce di incassi, come quelli per il sollevamento dei blocchi, riconoscibili sul versante O della cava; infatti, al di sopra del ciglio di questo lato si nota la presenza a distanze regolari (2-3 m) di almeno 6 incassi lungo 4-5 m, larghi 0,5-1, verosimilmente funzionali all'alloggiamento di macchine elevatorie.
La parte nord-occidentale della cava si conserva abbastanza bene per una lunghezza di m ca. 120 m, dopo i quali risulta tagliata da una moderna cava di travertino che sta sezionando ortogonalmente il fissure ridge, per una lunghezza di ca. 15 m; il tratto successivo è abbastanza ben conservato ma parzialmente interrato in alcuni punti. Diversi punti sono stati interessati anche dall'attività estrattiva moderna, come è possibile vedere per il settore centrale della cava che si presenta particolarmente sventrato. All'estremità N, la cava si restringe mantenendo sempre la stessa profondità. Sul versante O si notano alcuni blocchi parallelepipedi abbandonati, tra cui uno con un foro quadrangolare.
A-C: settori di cava moderni che hanno sezionato il fissure ridge
B: possibile cava antica di alabastro o travertino (non visionata).
Nel complesso a cava moderna condiziona pesantemente la conservazione di quella antica.",Non id.,"Cava di alabastro di Hierapolis n. 15 (O7, O7b)",False,,,1150,False,reale,True,Cava in trincea,Marmora,Internal Identifier
eb75a92e-d47b-5e54-5dcd-ae245b9b74de,,"D'Andria 2003, 91-92, 109; Atlante 2008, 87; D'Andria, Rossignani 2012, 134-135; Atlante 2015, 127; Ismaelli, Scardozzi 2016b.",prima metà del II sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""850c6e83-38e8-41a5-8173-c3e0898a3c91"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d22c8aa3-72e1-4980-9778-75463099adee"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1219806564262 37.9320415398831, 29.123352870913 37.9326245907305, 29.123457297637 37.9325043678767, 29.1221943668136 37.9319776723745, 29.1219806564262 37.9320415398831))))",Parzialmente scavato,"L'Agorà Nord era una vasta piazza rettangolare (125 x 250 m) bordata da portici, costruita nel corso del II sec. d.C. nel settore nord di Hierapolis; essa aveva verosimilmente una funzione commerciale, ma era anche utilizzata come spazio per agoni e giochi gladiatori. Sui lati ovest, nord e sud, la piazza era bordata da un doppio portico, profondo 14 m, composto da un ordine ionico esterno, con interasse di circa 3,5 m, ed un ordine corinzio interno, con interasse di 7 m. Sul lato nord dell'Agorà i resti del doppio portico sono più scarsi rispetto al lato ovest, ma comunque sufficienti per affermare che la sua scansione planimetrica doveva essere la stessa; anche l'elevato presentava le medesime caratteristiche della Stoà Ovest (si veda la scheda corrispondente). Gli scavi hanno portato alla luce alcuni tratti delle fondazioni dei colonnati e, soprattutto nel settore orientale, dello stilobate della facciata, a cui si accedeva, dal livello della piazza, per mezzo di un gradino. Alcune basi attiche di colonna sono posate sullo stilobate, mentre altre sono ricavate nello stesso blocco con lo stilobate stesso. All'angolo nord-est risulta ancora leggibile lo snodo tra Stoà Nord e Stoà-basilica, mentre l'angolo tra Stoà Ovest e Stoà Nord non si conserva. Alcuni materiali dell'elevato, come fusti di colonna, capitelli e cornici, sono stati rinvenuti nell'area del portico, ma reimpiegati in strutture installate in epoca bizantina. Anche qui, infatti, come sul lato ovest dell'Agorà, in seguito ai danni del terremoto del IV sec. d.C. le strutture antiche sono state demolite e reimpiegate; in particolare, il settore centrale della Stoà Nord è stato occupato da strutture abitative e impianti artigianali di età bizantina.",Adrianeo-antonina,Agorà Nord - Stoà Nord,False,Hierapolis-Gök Dere,,2237,False,reale,False,Portico,Marmora,Internal Identifier
ed2a33fb-bb7b-af8a-df60-57f54de3f8d3,pochi,"Scardozzi 2010, 364; Scardozzi 2012, 582.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f9347416-07ce-4955-8929-db6ef827def7"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""32bdc643-4f27-4e4c-8b0c-89e8cdafcf19"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1074650759988 37.9443660764856, 29.107515533054 37.9443423947424, 29.1074677783013 37.9442369550479, 29.1070676915329 37.944327641376, 29.1068885111589 37.9444320851173, 29.1066854533765 37.9444838085773, 29.1065619621128 37.9445239831955, 29.1064990889027 37.9445605411365, 29.1065710959688 37.9446199916554, 29.10699238843 37.9444884336014, 29.1071362010035 37.9444883879501, 29.1072103330862 37.9443984802355, 29.1074036630084 37.9443418684967, 29.1074587598299 37.9443687205085, 29.1074650759988 37.9443660764856))))",In abbandono,"Trincea forse praticata per l'estrazione selettiva di alabastro (o di travertino), probabilmente lungo in fissure ridge oggi parzialmente interrato e coperto dai laterali; segni di estrazione moderna nella parete centro-meridionale. La larghezza è variabile ed è compresa tra i 5 e i 6 m con degli allargamenti verso E; è lunga ca. 50 m ed orientata ESE-ONO",Non id.,Cava di alabastro di Hierapolis n. 21,False,,,300,False,ricostruita,False,Cava in trincea,Marmora,Internal Identifier
eef3075c-b2aa-007d-9653-6433ed6deddc,,"D'Andria 2013; Atlante 2015, 167; D'Andria, Ismaelli, Panarelli 2016; Panarelli 2016; Panarelli 2018.",prima metà del I sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22883306-7739-4eaf-8085-2ce088785c43"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""34736a2b-70cc-0ace-af9e-d5f16cd32e12"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7955b3b8-1097-4523-b415-035d399b22a1"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1269290169863 37.9261821391176, 29.1270119887588 37.9262157979694, 29.1269715749806 37.9262929774498, 29.126873587316 37.9262593898444, 29.1268365519352 37.9263176853947, 29.1269951911667 37.9263779170312, 29.1271088748 37.9261489416377, 29.1269720032697 37.9261017882146, 29.1269290169863 37.9261821391176))))",Interamente scavato,"Il monumento, ubicato al centro dell'impianto urbano, si dispone su due livelli a quote differenti, a cavallo della faglia sismica; qui l'attività tellurica ha formato un articolato sistema di cavità naturali da cui sgorga, alla temperatura di 36°, la sorgente di acqua termale con esalazioni di gas, in particolare biossido di carbonio, velenoso per uomini e animali. Gli scavi estensivi, ancora in corso, hanno interessato una superficie complessiva di circa 2.100 mc, che corrisponde all'area del santuario racchiusa all'interno del temenos, in cui i dati archeologici trovano una stretta corrispondenza con i testi antichi, che descrivono con ricchezza di dettagli i fenomeni naturali e le strutture architettoniche del monumento.
Le indagini sistematiche hanno permesso di riconoscere più fasi di frequentazione dell'area del santuario a partire dall'età arcaica, periodo in cui è attestato un luogo di culto rupestre verosimilmente dedicato a Cibele, fino a raggiungere la massima monumentalizzazione nel corso dell'età imperiale.
In età ellenistica l'ingresso alla grotta e la faglia sismica vennero posti al centro dello spazio sacro definito da un temenos; la parete rocciosa era lasciata a vista, creando uno spazio cultuale dal ""carattere naturale"", tipico dei santuari dedicati a Cibele e legati ai cicli della fertilità della terra. Questa prima monumentalizzazione dell'area sacra deve riferirsi alla metà del II sec. a.C.; la cronologia dell'impianto è assicurata, oltre che dalle caratteristiche costruttive del muro di temenos in opera pseudoisodoma in travertino, dalle stratigrafie e dai materiali rinvenuti nel deposito votivo in corrispondenza della faglia. In questa definizione dello hieron, l'ingresso principale al peribolo era posto sul lato ovest in allineamento con la grotta sottostante e dava accesso ad un'ampia area terrazzata, in cui il piano di camminamento doveva essere ancora in parte costituito dal banco di roccia.
Nel corso della prima metà del I sec. d.C. l'area del santuario conosce il momento di maggiore attività costruttiva, acquistando quella fisionomia che lo caratterizzerà per tutta l'età imperiale. A partire dall'età augustea e giulio-claudia venne sistemato l'ingresso alla grotta del Ploutonion attraverso un arco di marmo, posto all'interno di una facciata a semicolonne ioniche di travertino, su cui corre l'iscrizione [---] Πλούτωνι καὶ Κόρῃ τὴν ψαλ[ίδα ---], che si riferisce chiaramente alla dedica dell'arco (psalis) a Plutone e a Kore-Persefone. Di fronte alla grotta si ergeva una tholos in marmo su un basamento sopraelevato affiancata da due vasche di forma quadrangolare, mentre il lato settentrionale era monumentalizzato da un portico dorico in travertino, realizzato con una tecnica a bugnato che rimandava significativamente all'ambiente roccioso circostante.
Negli anni successivi al terremoto del 60 d.C. si registra un vigoroso intervento edilizio di ricostruzione che cambia in modo radicale l'assetto monumentale del Ploutonion. Viene realizzato l'edificio del theatron con pianta a Π: il settore centrale si imposta al di sopra della facciata a semicolonne, mentre i due segmenti laterali si estendono verso la plateia; quello settentrionale si addossa al settore nord della facciata a semicolonne. Dalla cavea, composta da sei file di sedili, era possibile per i fedeli assistere ai rituali del sacrificio del toro e alle performances dei sacerdoti eunuchi di Cibele che si addentravano nella grotta satura dei gas velenosi. Nello stesso programma edilizio viene realizzato il corridoio, posto al di sotto del lato settentrionale del theatron, che permetteva al personale del santuario e ai tori da sacrificare di raggiungere l'area antistante alla grotta. Inoltre, come si desume dall'iscrizione di dedica all'imperatore Nerone e al Demos, venne realizzato un imponente portico ionico di marmo posto alla sommità del theatron. Sulla base della ricostruzione planimetrica, il colonnato doveva correre intorno ad un'edicola posta al centro della cavea, che in origine accoglieva la statua di culto di Hades-Serapide con Cerbero (vano F).
Nel santuario accanto alle pratiche di incubazione, attestate dagli ambienti settentrionali del complesso (vani L, N, O), anche le proprietà terapeutiche dell'acqua dovevano costituire un aspetto fondamentale per la guarigione dalle malattie, attraverso l'immersione dei malati nelle sorgenti termali.
I dati archeologici attestano che per tutta l'età imperiale le attività cultuali siano proseguite regolarmente. Tale ipotesi è sostenuta inoltre dalla testimonianza autoptica di Cassio Dione (68, 27), che, nella prima metà del III sec. d.C., descrive le pratiche rituali e fornisce dettagli interessanti sulla sistemazione del theatron costruito per gli spettatori nella parte soprastante.
I primi dati che indicano una diminuzione delle attività all'interno del santuario provengono da un gruppo di monete, databili tra la fine del III e gli inizi del IV sec. d.C., rinvenute sul piano di frequentazione del vano P coperte dagli scarichi di obliterazione di età tardo-antica e proto-bizantina, fissando verosimilmente il terminus post quem del declino che investì il santuario.
In seguito al terremoto della seconda metà del IV sec. d.C., infine, il santuario fu radicalmente trasformato con la costruzione dell'imponente muro A che, impostato sul margine est delle fondazioni della tholos ormai smantellata, nascose l'antica facciata della grotta. Nell'ambito di questo programma edilizio furono reintegrate le vasche che, rifinite con una pavimentazione in tavelle e con un rivestimento di intonaco idraulico sulle pareti, dovevano essere riempite con l'acqua termale per le immersioni terapeutiche, come già avveniva in età romana. Le fondazioni della tholos formavano ora una piattaforma funzionale all'accesso alle due vasche poste ai lati.
In questa fase di destrutturazione del Ploutonion l'ingresso alla grotta sembrerebbe ancora visibile come testimoniano le numerose lucerne integre, databili alla prima metà del VI sec. d.C., rinvenute davanti alla grotta e riferibili probabilmente alle ultime fasi di frequentazione dell'area. Nel corso del VI secolo lo spazio tra il muro A e la facciata ionica venne colmato da un grande scarico di terra e blocchi, sino al livello del primo sedile del theatron, portando alla definitiva obliterazione del nucleo centrale del santuario.
In età medio-bizantina (IX-X secolo) nell'area nord del santuario venne realizzato un frantoio connesso ad una serie di strutture abitative poste sul lato est.",Ellenistica/Imperiale,Ploutonion,False,"Marmar Tepe, Hierapolis-Gök Dere",,2100,False,reale,False,Edificio sacro,Marmora,Internal Identifier
