ResourceID,Identifier Content,Identifier Type,Object Bibliography,Object Chronology,Object Compiler,Object Conservation State,Object Coordinates,Object Description,Object Dimensions Depth (cm),Object Dimensions Diameter (cm),Object Dimensions Height (cm),Object Dimensions Length (cm),Object Era,Object Excavation code,Object Geographical Context of Discovery,Object Geographical Context of Discovery Position,Object Material Autoptic Description,Object Material Origin,Object Material Type,Object Name,Object Photos,Object Reused?,Object Reused Function in the Original Context,Object Reused Original Context,Object Reused Position in the Original Context,Object Type
ca948b9a-7c92-9d9b-980d-5360ea4925e8,Marmora,internal identifier,"Rossignani, Sacchi 2007, 401, fig. 39; Ismaelli, Scardozzi 2016b.",prima metà del I sec. d.C.,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5805b95e-a041-4683-a349-ae588f2b6372"", ""inverseOntologyProperty"": """"}]","Non conservato nell'intera lunghezza: manca la faccia destra. Ovulo angolare del kyma ionico gravemente danneggiato.
Il blocco presenta un buono stato di conservazione, poca disgregazione granulare.",GEOMETRYCOLLECTION (POINT (29.1240129236044 37.9309956031686)),"Fregio del corpo centrale (lastra). Piano di posa a subbia. Resta solo un'estremità del fregio originario, con un angolo. Alla base della lastra, un listello liscio, cui segue il fregio a profilo convesso, decorato da girali d'acanto. Restano due cespi d'acanto che si incrociano, e la grande foglia angolare. Le superfici delle foglie sono caratterizzate da leggeri passaggi di piano realizzati a scalpello piatto, sottili nervature a rilievo, e lobetti arrotondati, dai margini frastagliati. Il fregio è coronato da un kyma ionico a ovuli e freccette, con alta cuspide, dalla forma allungata e sottile. Fregio alto 35 cm, kyma ionico alto 15 cm. Piano di attesa a subbia con un incavo di dubbia funzione (9 x 4,5 cm, prof. 7 cm) ed un altro alloggiamento per grappa (4 x 3 cm, prof. 4).",24,,56,54,Giulio-claudia,,"[{""resourceId"": ""0caa7f18-a439-7bb2-3cef-90f4771c1613"", ""ontologyProperty"": """", ""resourceXresourceId"": ""057fdb49-2fef-418e-878c-8f44036b14ed"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media.,Hierapolis–Gök Dere,marmo bianco,H13_042,/files/uploadedfiles/ogg-H13_042_logo(1).jpg,False,,,,fregio
cb3c9ad8-2f93-5aac-4414-34cdf61b9af0,Marmora,internal identifier,"Ismaelli 2016b, 344, fig. 6; D'Andria, Ismaelli, Panarelli 2016.",prima metà del II sec. d.C.,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cfe7c266-f245-4016-909e-6d1a769edd9b"", ""inverseOntologyProperty"": """"}]",Frammentario. Superfici deteriorate.,GEOMETRYCOLLECTION (POINT (29.1270138584916 37.9262738282899)),"Frammento di una lastra del tetto con faccia superiore decorata da tre file di squame embricate; faccia inferiore grezza lavorata a subbia, a parte una fascia di 5,4 cm, ribassata di 1 cm lungo il margine inferiore.",20,,8,38,Adrianeo-antonina,TE2,"[{""resourceId"": ""5958fd52-c866-3696-6d10-a31b2d95d2c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d254c2f6-102d-4bdb-812a-98f0813aae7d"", ""inverseOntologyProperty"": """"}]",tetto,Marmo bianco a grana molto grossa.,"Thiounta,Marmar Tepe",marmo bianco,H13_103,/files/uploadedfiles/ogg-H13_103_logo(1).jpg,False,,,,lastra
cb6078f6-4ab3-9820-5394-f29980040b5c,Marmora,internal identifier,"Rossignani, Sacchi 2007; Ismaelli, Scardozzi 2016b.",non id.,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6b4fdcdf-2ee0-4dc7-a1fb-4bfa8a7736c6"", ""inverseOntologyProperty"": """"}]",Parte inferiore del capitello mancante. Superfici ben conservate.,GEOMETRYCOLLECTION (POINT (29.1242365726764 37.9315501748501)),"Capitello d'imposta dei fornici laterali del corpo centrale della Stoà-basilica. Si conservano due facce del capitello decorate da due sfingi alate, con parte superiore del corpo dalle sembianze umane. Tra le sfingi, nell'angolo interno del capitello, un'alta e stretta foglia d'acanto con lobetti appuntiti. In alto, sopra le ali delle sfingi, si dispongono una foglia d'acanto verticale ed un fiore di prospetto per lato. L'abaco è profilato a kyma reversa e listello verticale.",110,,90,110,Ellenistica,,"[{""resourceId"": ""0caa7f18-a439-7bb2-3cef-90f4771c1613"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a00cfbbd-86b3-4872-a450-892cab72429d"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media.,"Thiounta,Marmar Tepe",marmo bianco,H15_524,/files/uploadedfiles/ogg-H15_524_logo(1).jpg,False,,,,capitello
cbd772c0-9e59-737d-1bb5-052684bb0695,Marmora,internal identifier,Miccoli 2016.,non id.,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""beaebcd0-3f3c-4164-a04c-668d1905f1c3"", ""inverseOntologyProperty"": """"}]","Pessimo. Il piedistallo è del tutto mutilo dello zoccolo. Il blocco è attraversato da diverse fratture e profonde scheggiature. La superficie è molto corrosa, molti punti sono interessati da concrezioni calcaree e colonizzazioni biologiche.",GEOMETRYCOLLECTION (POINT (29.1268292157233 37.9258571210951)),"Base attica di colonna su piedistallo. Sul piedistallo (85 x 85 cm, alt. 73 cm max.) è impostata una base di colonna (alta 22 cm) con diametro di 48 cm al piano di attesa, dove al centro è presente un incasso per l'alloggiamento di un perno. La modanatura della base si articola in plinto, toro inferiore, listello, scozia, listello, toro superiore. Quanto al piedistallo, il dado presenta una superficie lavorata a gradina terminante in cavetto e listello, ed è coronato da una serie di modanature: un tondino, un listello obliquo, un cavetto (?) seguito da una fascia verticale.",85,,95,85,Romano-imperiale,,"[{""resourceId"": ""964f0f2b-28d3-3404-04b1-60142af1b805"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2b1332c7-1d33-480f-9ad7-faaf0dd2633d"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media.,Marmar Tepe,marmo bianco,H13_093,"/files/uploadedfiles/ogg-H13_093_logo(1).jpg,/files/uploadedfiles/ogg-H13_093_logo(2).jpg",False,,,,base di colonna
cccb1d9c-4377-9e5a-893c-09cda18b0f20,Marmora,internal identifier,"Ismaelli, Scardozzi 2016c.",non id.,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9ba19312-7515-41e5-9814-daab4be975c4"", ""inverseOntologyProperty"": """"}]",Integro. Piano di attesa coperto da concrezioni calcaree.,GEOMETRYCOLLECTION (POINT (29.1226203497799 37.9304891454024)),Blocco parallelepipedo pertinente al pavimento di un vano dell'abitazione di età bizantina posta all'interno del recinto della Tomba Bella. Fronte lavorata a gradina fine.,24,,13,62,Romano-imperiale,,"[{""resourceId"": ""35506f62-a800-473c-41de-ec8fa2eca8d6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4798b814-44ea-4d01-8ed6-a45bbfde6924"", ""inverseOntologyProperty"": """"}]",rivestimento pavimentale,"Marmo bianco dall'aspetto compatto, con venature grigie.",Hierapolis–Gök Dere,marmo bianco venato,H13_121,"/files/uploadedfiles/ogg-H13_121_logo_1.jpg,/files/uploadedfiles/ogg-H13_121_logo_2.jpg",False,fregio-architrave,,,blocco
ce0ac45c-d145-d731-9a7e-1d7b7349423e,Marmora,internal identifier,"Ismaelli, Scardozzi, Sobrà 2016.",prima metà del III sec. d.C.,"[{""resourceId"": ""0bf1e018-d608-8d18-c375-1792deaf5e18"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2e4b1bb4-0a5b-47fd-bef0-947dc716325b"", ""inverseOntologyProperty"": """"}]",L'elemento è pervenuto in maniera frammentaria e formava originariamente un elemento monolitico con J44. Ampie mancanze caratterizzano in particolare la porzione inferiore del blocco.,GEOMETRYCOLLECTION (POINT (29.1289275511444 37.9266754397254)),"L'elemento è uno dei blocchi architrave-fregio del terzo ordine della scaenae frons, formanti le parti rettilinee terminali dell'epistilio; esso si va a collocare oltre l'estremità sinistra dell'esedra meridionale.
L'apparato decorativo mima, unitamente al blocco adiacente a sinistra, una pseudo-edicola per mezzo di un leggero aggetto. Presenta un architrave a tre fasce aggettanti separate da un astragalo a perline e fusarole (fasce inferiori) e da un motivo a corda (fasce superiori), il tutto coronato da un altro astragalo a perline e fusarole, un kyma ionico a ovoli e freccette, un cavetto con decorazione ad anthemion e concluso superiormente da un listello. Il fregio convesso è decorato da un motivo a girali, che si generano da cespi d'acanto posti alle estremità della pseudo-edicola e terminano in prossimità del centro del blocco con due semipalmette affrontate; il fregio è coronato da un kyma ionico a ovoli e lancette e da un listello superiore terminale.",72,,55,119,Severiana,,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dcb08ae1-842e-429c-a185-3cb7fdbe8258"", ""inverseOntologyProperty"": """"}]",terzo ordine,Marmo bianco a grana media.,"Marmar Tepe,Thiounta",marmo bianco,J45,"/files/uploadedfiles/ogg-J45_1.JPG,/files/uploadedfiles/ogg-J45_2.JPG",False,,,,fregio-architrave
ce2429f7-cdef-ae2b-d034-b6372671a38d,Marmora,internal identifier,Campagna 2016.,non id.,"[{""resourceId"": ""d9787b4e-cf3b-e692-437c-33d1dbe1d1a1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9b9dfb57-fba6-4c35-9c54-64b74e780bed"", ""inverseOntologyProperty"": """"}]","Mancante di quasi tutto un lato; lacune minori sui due tori e sul listello superiore. Superfici ben conservate eccetto i lati del plinto, coperti da patine e da incrostazioni.
Il blocco presenta perdita di materiale e depositi/incrostazioni terrose.",GEOMETRYCOLLECTION (POINT (29.1232163336418 37.9302364756512)),"Base di colonna di tipo ionico-attico, con plinto quadrato sormontato da un toro inferiore, una scozia tra due listelli e un toro superiore. Sul piano di attesa incavo centrale quadrato per perno, privo di canaletta per il piombo.",,53,28,70,Ellenistica/Imperiale,NT 1012,"[{""resourceId"": ""7408af4a-15a7-9bd9-8fa3-3ff25d19664c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3dd05e1e-ecf6-406a-a82b-cbb64da99043"", ""inverseOntologyProperty"": """"}]",primo ordine,"Marmo bianco a grana grossa ed eterogena, di aspetto compatto.","Thiounta,Marmar Tepe",marmo bianco,H13_185,"/files/uploadedfiles/ogg-H13_185_composta.jpg,/files/uploadedfiles/ogg-H13_185_logo1.jpg,/files/uploadedfiles/ogg-H13_185_logo2.jpg,/files/uploadedfiles/ogg-H13_185_logo3.jpg",False,,,,base di colonna
cf71ca2e-786a-c82f-8752-33fbc43af264,Marmora,internal identifier,"D'Andria 2003, figg. 66-67; Ismaelli, Scardozzi 2016b.",prima metà del I sec. d.C.,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43ca130d-d472-4792-b564-1c002e1fffda"", ""inverseOntologyProperty"": """"}]","Integro. Nessuna voluta si conserva, mentre resta solo uno spigolo dell'abaco. Superfici gravemente consunte, specialmente quelle delle foglie d'acanto.
Il blocco presenta colonizzazioni biologiche, incrostazioni, perdita di modellato, fratture e poca disgregazione granulare.",GEOMETRYCOLLECTION (POINT (29.1225183411896 37.9313791037177)),"Capitello corinzio di colonna. Il kalathos è decorato da due corone di foglie d'acanto (la prima alta 32 cm, la seconda 51 cm dal piano di posa), cui si aggiunge, al centro di ogni faccia, una foglia supplementare, con nervatura centrale a rilievo, superficie liscia e lobi arrotondati. Delle foglie d'acanto delle due corone, molto rovinate, si distinguono solo i solchi di trapano che dividono la costolatura centrale dai lobi e gli occhi d'ombra, a forma di goccia allungata. Dai piccoli caulicoli, anch'essi molto rovinati, si dipartono calici di foglie d'acanto, caratterizzate da lobi con superficie appena concava e solchi di trapano longitudinali. Le elici e le volute sono realizzate con un deciso rilievo rispetto al kalathos. La terminazione delle elici è minuta e arricciata, mentre quella delle volute non si conserva. Dalla foglia supplementare si diparte un sottile stelo che sostiene il fiore d'abaco, che si presenta in forma di rosetta oppure di due foglie d'acanto affiancate e ricadenti verso il basso. L'abaco, alto 15 cm, è profilato a cavetto, seguito da un listello ed un tondino schiacciato. Il piano di attesa, lavorato a subbia e gradina, è dotato di un alloggiamento per olivella di 13 x 4,5 cm, prof. 9 cm.",,,96,120,Augustea,,"[{""resourceId"": ""c51dd77c-a0e1-abda-1ac7-7396221f5901"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a9a8efc2-cf0d-46fc-87eb-62e63d2af821"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana fine.,Hierapolis–Gök Dere,marmo bianco,H13_012,"/files/uploadedfiles/ogg-H13_012_logo(1).jpg,/files/uploadedfiles/ogg-H13_012_logo(2).jpg",False,,,,capitello
cfe3145e-dd91-8b0d-89b4-d2a9d858567c,Marmora,internal identifier,"Scardozzi 2010, 358; Scardozzi 2012b, 575; Koralay, Kılınçarslan 2015; Ditaranto 2016; per un precedente campionamento della cava, Attanasio, Brilli, Ogle 2006, 177-179 (H1-H2).",prima metà del III sec. d.C.,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""af1e8959-84bb-4030-9e94-73a69213831e"", ""inverseOntologyProperty"": """"}]",Buono; le superfici sono spesso coperte da patine.,GEOMETRYCOLLECTION (POINT (29.1305825815033 37.9424902508541)),"Si tratta di uno dei due fronti secondari della cava M2, quello più occidentale, proprio all'ingresso della valle. Esso è un fronte rettilineo orientato all'incirca in senso est/ovest, lungo ca. 35 m, alto 4 m, approfondito nel fianco della montagna per ca. 5 m; in vari punti sono evidenti i segni lasciati dai picconi utilizzati per l'estrazione dei blocchi.
Da questo fronte provengono i campioni M2bis_1, M2bis_2, M2bis_3, M2bis_4.",500,,400,3500,Severiana,,"[{""resourceId"": ""5d0ac822-cf28-4a8b-bcf6-6a5a5bbf6834"", ""ontologyProperty"": """", ""resourceXresourceId"": ""976d3e24-393b-4bf0-ab0f-d20bb5c0a381"", ""inverseOntologyProperty"": """"}]",in situ,Marmo bianco a grana fine; a volte sono presenti venature grigiastre.,Hierapolis–Gök Dere,marmo bianco,M2_B,"/files/uploadedfiles/ogg-M2_B_01.tif,/files/uploadedfiles/ogg-M2_B_02.tif,/files/uploadedfiles/ogg-M2_B_03.tif,/files/uploadedfiles/ogg-M2_B_04.tif",False,,,,fronte di cava
d0439c1a-26e0-6e4d-8461-2f4909d33f17,Marmora,internal identifier,"Ismaelli 2016b, 321; D'Andria, Ismaelli, Panarelli 2016.",prima metà del III sec. d.C.,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""17bf18df-b2b6-408f-8184-f4eb2dc41286"", ""inverseOntologyProperty"": """"}]","Frammentario; superfici in parte consunte.
Il blocco presenta incrostazioni terrose e mancanze.",GEOMETRYCOLLECTION (POINT (29.1269631487624 37.9262439052659)),"Blocco del primo gradino della crepidine della tholos. Sul piano di attesa, trattato a gradina, linee incise e parte dell'incavo per grappa per il collegamento con il blocco adiacente.",41,,15,35,Severiana,GR1,"[{""resourceId"": ""5958fd52-c866-3696-6d10-a31b2d95d2c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""67116a24-6776-4e80-81ae-3da9ee5ce32d"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana molto grossa.,"Thiounta,Marmar Tepe",marmo bianco,H13_100,"/files/uploadedfiles/ogg-H13_100_composta.jpg,/files/uploadedfiles/ogg-H13_100_logo(1).jpg",False,,,,gradino
d084eade-5a8d-3795-2af4-b74542c831df,Marmora,internal identifier,"Ismaelli 2016e; Ismaelli 2017, 211, 359-360, 363-364, figg. 334, 509.",prima metà del II sec. d.C.,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""456deaaa-fc69-4209-82bb-5df50f3420ad"", ""inverseOntologyProperty"": """"}]","Conservato parzialmente, privo delle facce laterali, superfici ben leggibili ma leggermente deteriorate.
Il blocco presenta croste nere, localizzate patine biologiche e perdita di materiale.",GEOMETRYCOLLECTION (POINT (29.1265395046116 37.9270180274159)),"Fregio del Tempio A severiano che reimpiega un precedente fregio. Faccia interna con pochi tratti di un fregio vegetale della prima fase, con foglie visibili nel profilo, senza tracce di trapano, e kyma ionico ad ovoli convessi, sgusci molto distanziati e tozze freccette con alette quasi cuoriformi (listello sommitale alto 4,8 cm, kyma alto 7 cm). Sulla faccia interna, in corrispondenza del lato sinistro, incasso per trave, largo 17 cm max., prof. 42 cm max. ed alto quanto il blocco. Sul piano di attesa larga porzione ribassata (ca. 23 x 15 cm, prof. 8,5 cm), contenente un incasso di 2,5 x 4 cm, prof. 3 cm. La faccia anteriore presenta un coronamento formato da un listello rifinito a gradina grossa e non ultimato (alto 5,9 cm), un kyma ionico ad ovoli larghi con fronte appiattita, alti 9 cm. Il fregio, dal profilo convesso, presenta una decorazione a girali con larghe foglie acantine, definite da fori di trapano con ponticelli ed una rosetta a quattro petali animata da strie a scalpello dritto, con margini sfrangiati e disco centrale molto incavato. Piano di posa lavorato a subbia.",84,,42,82,Adrianeo-antonina,F9,"[{""resourceId"": ""6727dadf-8778-ed84-d213-49fd1897d9c0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b9c100eb-97da-448b-8de9-21e2c57282f0"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media.,"Marmar Tepe,Thiounta",marmo bianco,H13_168,"/files/uploadedfiles/ogg-H13_168_composta.jpg,/files/uploadedfiles/ogg-H13_168_logo(1).jpg,/files/uploadedfiles/ogg-H13_168_logo(2).jpg",True,,"[{""resourceId"": ""01a2cb5d-56ed-7dab-69ba-a45bd6a3e77f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f053892c-f352-4cee-b9e3-0e2d7d5095f1"", ""inverseOntologyProperty"": """"}]",non id.,fregio
d09468a0-b238-8339-72d7-1104dd196413,Marmora,internal identifier,Miccoli 2016.,prima metà del III sec. d.C.,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""940c1bb1-6918-4588-a777-d27251dcc916"", ""inverseOntologyProperty"": """"}]","Integro, privo solo di alcuni frammenti lungo il piano di attesa, dova la superficie appare fortemente deteriorata dall'esposizione agli agenti atmosferici. Il blocco presenta incrostazioni, colonizzazioni biologiche, fratture, patine e depositi nerastri.",GEOMETRYCOLLECTION (POINT (29.1272462541848 37.9254195697819)),"Capitello di pilastro dell'arco posto all'estremità del lato breve settentrionale del portico. Il blocco è lavorato su due facce contigue e presenta un abaco (alto 10,4, largo 86 cm), composto da listello verticale (alto cm 3), listello obliquo (alto 3,6 cm) ed un secondo listello verticale (alto 3,8 cm); echino conformato a kyma recta diritta (alta 13 cm); due anuli resi come un tondino (alto 2 cm) ed un listello (alto 1,5 cm) verticale seguito da cavetto; il collarino è dritto e formato da una fascia appena ribassata rispetto al resto del fusto. Sul lato frontale presenta l'attacco dell'estradosso dell'arco, formato da tre fasce e definito esternamente da fascia, cavetto, ovolo dritto, tondino, listello e cavetto (altezza complessiva cm 16,3). Piano di attesa con incasso per olivella (cm 3,9 x 15), un incavo per grappe lungo il margine interno (3 x 8, prof. 4,5 cm); fasce di anathyrosis large 19,5 e 15 cm, lavorate a gradina, con porzione interna a subbia.",110.5,,59,156,Severiana,,"[{""resourceId"": ""964f0f2b-28d3-3404-04b1-60142af1b805"", ""ontologyProperty"": """", ""resourceXresourceId"": ""eefd75ed-04a2-45de-944c-47aa5931f685"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media.,Marmar Tepe,marmo bianco,H14_429,"/files/uploadedfiles/ogg-H14_429_composta.jpg,/files/uploadedfiles/ogg-H14_429_logo1.jpg,/files/uploadedfiles/ogg-H14_429_logo2.jpg,/files/uploadedfiles/ogg-H14_429_logo3.jpg",False,,,,capitello
d0c168d3-b246-69a5-247a-84dd5053888c,Marmora,internal identifier,"Ismaelli 2009a, 81; Ismaelli 2016e.",seconda metà del I sec. d.C.,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""172efdf5-5240-473d-a856-863cb12ea1b6"", ""inverseOntologyProperty"": """"}]",Si conserva lo spigolo anteriore sinistro del capitello; superfici ben leggibili.,GEOMETRYCOLLECTION (POINT (29.1265510285967 37.9266587115619)),Frammento di capitello dorico-ionico di pilastro con semicolonna (vedi la descrizione dell'esemplare integro H13_134).,38,,17.6,31,Flavia,SA73,"[{""resourceId"": ""56ca8348-7953-1afa-5c70-4b62124233c7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e119a65-c3ed-400b-b494-4971b97138da"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media.,Hierapolis–Gök Dere?,marmo bianco,H13_135,/files/uploadedfiles/ogg-H13_135_logo(1).jpg,False,,,,capitello
d1731201-7988-8c68-9cd0-37a497134a4c,Marmora,internal identifier,Miccoli 2016.,non id.,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ae9977e0-24e5-429e-b2e2-d57dfee7924b"", ""inverseOntologyProperty"": """"}]","Blocco integro, privo di frammenti della sima, soprattutto lungo il margine destro, faccia anteriore corrosa in più punti.",GEOMETRYCOLLECTION (POINT (29.1267761344647 37.9260368269529)),"Cornice con piano di posa lavorato a subbia e gradina grossa; modiglioni a doppia voluta, con foglie acantine sulla faccia inferiore, rocchetto terminale bipartito e facce laterali con nastro a sezione concava; un kyma ionico a ovoli e lancette corre intorno ai modiglioni ed ai lacunari, quest'ultimi decorati da rossette poco aggettanti a tre e quattro petali. Nastro ritorto come modanatura superiore del geison; sima decorata da palmette dritte aperte e chiuse alternatamente, su base acantina a lobetti lanceolati.",140.5,,36.3,145.4,Romano-imperiale,,"[{""resourceId"": ""964f0f2b-28d3-3404-04b1-60142af1b805"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3809af4d-295a-4f79-883a-126abaa9a00f"", ""inverseOntologyProperty"": """"}]",,Marmo bianco a grana grossa.,Marmar Tepe,marmo bianco,H15_532,"/files/uploadedfiles/ogg-H15_532_logo(1).jpg,/files/uploadedfiles/ogg-H15_532_logo(2).jpg,/files/uploadedfiles/ogg-H15_532_logo(3).jpg",False,,,,cornice
d1e379e4-df81-09f4-448c-7ecd07a2dc07,Marmora,internal identifier,"Sobrà, Masino 2011; Sobrà, Masino 2012a; Ismaelli, Scardozzi 2016c.",prima metà del II sec. d.C.,"[{""resourceId"": ""0bf1e018-d608-8d18-c375-1792deaf5e18"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a97d7a25-1ad6-4aeb-8629-8e9239d9ba7a"", ""inverseOntologyProperty"": """"}]","Integro; la sima della cornice mostra numerose lacune. Superfici in parte deteriorate.
Il blocco è interessato da patine, croste, mancanze e licheni.",GEOMETRYCOLLECTION (POINT (29.1297435871799 37.9269669250142)),"Il blocco è parte della copertura delle ali colonnate del Dodekatheon, realizzata con monoliti marmorei corrispondenti ognuno alle singole campate; esso è stato rinvenuto presso il Teatro. Il blocco assolve alle funzioni della trabeazione (lati a vista e architravi traverse) e di copertura vera e propria dell'altare, caratterizzata da un intradosso a lacunari. Nello specifico, questo blocco costituisce la terminazione del braccio sinistro; pertanto, due dei tre lati liberi (verso l'interno e in testata) sono sagomati come trabeazioni semplici, mentre il terzo (verso l'esterno) presenta una trabeazione con ampiezza doppia, commisurata a quella dei pilastri sottostanti e destinata a essere ripartita in due dall'inserimento delle lastre marmoree di chiusura posteriore della struttura ipostila.
Anche l'apparato decorativo riprende la differenziazione tra le fronti prospicienti la piattaforma interna all'altare e le testate delle ali, che presentano una ricca decorazione, e le fronti rivolte all'esterno, che sono ugualmente modanate senza tuttavia aver ricevuto l'intaglio degli elementi decorativi. Sulle due fronti decorate del blocco, pertanto, l'architrave è formato da due fasce aggettanti, ognuna sormontata da un astragalo a perline e fusarole e da un kyma ionico a ovoli e freccette, un cavetto con palmette diritte - alternatamente chiuse e aperte - e un listello liscio conclusivo; anche i cieli sono decorati da foglie embricate. Il fregio a profilo convesso soprastante è decorato con girali d'acanto e coronato da un kyma ionico a ovoli analogo al precedente. La cornice presenta dal basso: una kyma recta diritta, con palmette rovesciate aperte del tipo canonico, cui si alternano palmette diritte aperte e vegetalizzate; un geison liscio; un astragalo a perline e fusarole; una piccola sima decorata da un anthemion con palmette diritte canoniche, alternatamente chiuse e aperte. L'intradosso della copertura delle campate, infine, sostenuto da architravi a due fasce e kyma reversa diritta, è ripartito in due lacunari, ognuno incorniciato da una fascia liscia in rilievo e da un ovolo, e dotato al centro di una rosetta (una a sei petali con bottone centrale convesso, l'altra a quattro petali). Fori quadrati per perni sono posti in corrispondenza dei capitelli dei sostegni verticali sul lato di testata.",128,,44,120,Adrianeo-antonina,A6,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""692e6ee2-edcb-4ecf-877b-4f51c537b58c"", ""inverseOntologyProperty"": """"}]",,Marmo bianco a grana media.,Marmar Tepe,marmo bianco,H13_113,"/files/uploadedfiles/ogg-H13_113_composta.jpg,/files/uploadedfiles/ogg-H13_113_logo(1).jpg,/files/uploadedfiles/ogg-H13_113_logo(2).jpg",True,,"[{""resourceId"": ""e89a4665-65d6-d05d-ce24-0a5402ded6cf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d528c8f8-c26a-41d8-b7eb-225193696aec"", ""inverseOntologyProperty"": """"}]",primo ordine,blocco
d2b0adef-599f-007a-63b2-b460f428a367,Marmora,internal identifier,"Romeo, Panariti, Ungaro 2014, 53, 64, 107, 167, 291, figg. 50, 66, 166, 169; Ismaelli, Scardozzi 2016c.",prima metà del I sec. d.C.,"[{""resourceId"": ""a53b129f-9328-8e95-fa1a-b21403f0af07"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9b5b6650-c34a-439e-a72d-76f2ddd10824"", ""inverseOntologyProperty"": """"}]",Spezzato lungo la faccia anteriore e i lati brevi.,GEOMETRYCOLLECTION (POINT (29.1225648509347 37.9305343878816)),"Cornice con mensole dell'ordine superiore. Modanatura del soffitto (alta 10 cm) composta da una fascia decorata con palmette a fiamma chiusa; lacunari di 22 x 16 cm max.: campo inquadrato da un listello obliquo, al centro fiore a doppia corolla a petali lanceolati con nervatura centrale. Mensola con volute ad S sulle facce laterali (17 x 14 cm; alta 11 cm max.) e faccia inferiore decorata da una foglia d'acanto. Piano di posa lavorato a gradina e scalpello a punta fine con segno inciso a forma di Π, probabile lettera di montaggio; piano di attesa e faccia posteriore lavorati con scalpello a punta media.",36,,20,51,Giulio-claudia,I1,"[{""resourceId"": ""35506f62-a800-473c-41de-ec8fa2eca8d6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""00512531-874a-4075-9253-8692854ff30b"", ""inverseOntologyProperty"": """"}]",secondo ordine,Marmo bianco a grana molto grossa.,"Thiounta,Marmar Tepe",marmo bianco,H13_010,"/files/uploadedfiles/ogg-H13_010_logo(1).jpg,/files/uploadedfiles/ogg-H13_010_logo(2).jpg",False,,,,cornice
